,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
7468,Northern New England,2020-08-09 ,Conventional,1.008969642,705437,16753,511681,806,127780,48416
7469,Northern New England,2020-08-16 ,Conventional,1.151457687,552941,14502,383990,337,122367,31745
7470,Northern New England,2020-08-23 ,Conventional,1.079170751,506845,15564,331863,193,86613,72612
7471,Northern New England,2020-08-30 ,Conventional,0.938145106,652504,16311,484712,118,60836,90526
7472,Northern New England,2020-09-06 ,Conventional,1.189459454,465810,15365,339478,74,84440,26454
7473,Northern New England,2020-09-13 ,Conventional,1.156054362,455024,14230,325747,122,73239,41686
7474,Northern New England,2020-09-20 ,Conventional,0.984401652,558870,16795,423080,159,56264,62571
7475,Northern New England,2020-09-27 ,Conventional,1.087700432,467995,13925,343409,122,56977,53562
7476,Northern New England,2020-10-04 ,Conventional,1.196386464,432349,13100,309388,738,64502,44621
7477,Northern New England,2020-10-11 ,Conventional,1.177850957,451151,10888,320734,151,61155,58224
7478,Northern New England,2020-10-18 ,Conventional,1.088612213,456990,11582,324279,44,59450,61634
7479,Northern New England,2020-10-25 ,Conventional,0.975244832,543648,11990,395496,13,50490,85659
7480,Northern New England,2020-11-01 ,Conventional,1.225330819,422913,11262,301348,39,60902,49362
7481,Northern New England,2020-11-08 ,Conventional,1.059820282,470628,9439,359476,72,64509,37133
7482,Northern New England,2020-11-15 ,Conventional,1.215269297,453405,11675,334152,63,74126,33389
7483,Northern New England,2020-11-22 ,Conventional,0.981795073,497077,12876,378711,66,63993,41431
7484,Northern New England,2020-11-29 ,Conventional,1.117263493,347796,9332,248097,85,52926,37357
7485,Northern New England,2020-12-06 ,Conventional,1.077157014,493236,12925,326613,91,71374,82234
7486,Northern New England,2020-12-13 ,Conventional,0.913138567,533994,12108,425130,143,54028,42584
7487,Northern New England,2020-12-20 ,Conventional,1.187798921,407621,10852,290135,52,59034,47548
7488,Northern New England,2020-12-27 ,Conventional,1.121474772,403439,11526,272966,112,62961,55875
7489,New Orleans/Mobile,2020-01-06 ,Conventional,0.886418862,287785,162371,17796,426,69950,37242
7490,New Orleans/Mobile,2020-01-12 ,Conventional,0.851128008,315279,174770,15795,391,78370,45952
7491,New Orleans/Mobile,2020-01-19 ,Conventional,0.897320575,333721,182185,16958,443,89531,44605
7492,New Orleans/Mobile,2020-01-26 ,Conventional,0.881563093,353854,189674,19138,429,89848,54764
7493,New Orleans/Mobile,2020-02-02 ,Conventional,0.645355478,458196,257990,33904,69,106950,59284
7494,New Orleans/Mobile,2020-02-09 ,Conventional,0.873756758,320106,182141,15756,5,80647,41558
7495,New Orleans/Mobile,2020-02-16 ,Conventional,0.893537905,298652,163302,13886,16,82284,39164
7496,New Orleans/Mobile,2020-02-23 ,Conventional,0.963353241,268242,143028,7534,13,81999,35668
7497,New Orleans/Mobile,2020-03-01 ,Conventional,0.938675552,310901,169026,12880,11,87029,41956
7498,New Orleans/Mobile,2020-03-08 ,Conventional,1.001694591,302700,164998,8734,5,84398,44566
7499,New Orleans/Mobile,2020-03-15 ,Conventional,1.045121555,373099,196501,12011,7,118036,46545
7500,New Orleans/Mobile,2020-03-22 ,Conventional,1.007437341,339291,187498,12082,14,91564,48132
7501,New Orleans/Mobile,2020-03-29 ,Conventional,1.039324414,271027,153647,10521,34,71014,35811
7502,New Orleans/Mobile,2020-04-05 ,Conventional,1.019458475,309612,179819,15437,20,70977,43360
7503,New Orleans/Mobile,2020-04-12 ,Conventional,1.05159353,286286,165540,14801,26,66716,39204
7504,New Orleans/Mobile,2020-04-19 ,Conventional,0.990073028,331186,181309,24645,2,82943,42287
7505,New Orleans/Mobile,2020-04-26 ,Conventional,1.00929543,334310,175692,24711,9,87398,46500
7506,New Orleans/Mobile,2020-05-03 ,Conventional,0.951800631,396033,202171,39692,35,100634,53501
7507,New Orleans/Mobile,2020-05-10 ,Conventional,1.003585405,398428,203031,24145,19,117361,53872
7508,New Orleans/Mobile,2020-05-17 ,Conventional,1.056047716,355117,190731,18379,75,102274,43658
7509,New Orleans/Mobile,2020-05-24 ,Conventional,0.979291075,378258,192931,18932,161,115929,50304
7510,New Orleans/Mobile,2020-05-31 ,Conventional,0.967837163,377386,188972,17228,189,128457,42539
7511,New Orleans/Mobile,2020-06-07 ,Conventional,0.94354625,372031,192264,20143,155,118870,40599
7512,New Orleans/Mobile,2020-06-14 ,Conventional,1.001187135,347804,166740,21112,40,117273,42639
7513,New Orleans/Mobile,2020-06-21 ,Conventional,0.965072223,366377,170762,22747,18,123846,49004
7514,New Orleans/Mobile,2020-06-28 ,Conventional,0.943538051,345226,166570,18812,22,109917,49905
7515,New Orleans/Mobile,2020-07-05 ,Conventional,0.929267647,369689,172884,19788,428,119746,56842
7516,New Orleans/Mobile,2020-07-12 ,Conventional,0.908383396,352883,160146,21065,418,120946,50307
7517,New Orleans/Mobile,2020-07-19 ,Conventional,0.874870992,373589,162409,27217,320,132004,51639
7518,New Orleans/Mobile,2020-07-26 ,Conventional,0.876642282,353743,150006,24184,235,134772,44546
7519,New Orleans/Mobile,2020-08-02 ,Conventional,0.865861675,356917,157854,22474,33,129194,47362
7520,New Orleans/Mobile,2020-08-09 ,Conventional,0.830587834,375679,156556,26993,23,143878,48229
7521,New Orleans/Mobile,2020-08-16 ,Conventional,0.857849466,351859,155186,23398,26,121988,51260
7522,New Orleans/Mobile,2020-08-23 ,Conventional,0.840519654,384039,165600,25225,57,144721,48435
7523,New Orleans/Mobile,2020-08-30 ,Conventional,0.858922165,328310,146826,23582,28,111435,46440
7524,New Orleans/Mobile,2020-09-06 ,Conventional,0.826393831,365527,159976,22362,31,129191,53967
7525,New Orleans/Mobile,2020-09-13 ,Conventional,0.829946164,351269,158032,19260,53,123833,50092
7526,New Orleans/Mobile,2020-09-20 ,Conventional,0.854033204,313800,140158,20470,31,110304,42836
7527,New Orleans/Mobile,2020-09-27 ,Conventional,0.849467914,312160,135140,18538,17,115943,42523
7528,New Orleans/Mobile,2020-10-04 ,Conventional,0.842550921,323667,138421,17854,31,123954,43407
7529,New Orleans/Mobile,2020-10-11 ,Conventional,0.828862651,329619,135917,16075,42,133528,44057
7530,New Orleans/Mobile,2020-10-18 ,Conventional,0.798778841,321220,138904,21896,17,120656,39749
7531,New Orleans/Mobile,2020-10-25 ,Conventional,0.776524131,325497,133885,17967,26,126730,46889
7532,New Orleans/Mobile,2020-11-01 ,Conventional,0.785573124,307741,124735,15982,37,125599,41387
7533,New Orleans/Mobile,2020-11-08 ,Conventional,0.693424172,354782,152904,30347,29,126981,44521
7534,New Orleans/Mobile,2020-11-15 ,Conventional,0.777992781,313510,125037,14878,24,130216,43355
7535,New Orleans/Mobile,2020-11-22 ,Conventional,0.743082695,296519,115540,13632,8,125918,41420
7536,New Orleans/Mobile,2020-11-29 ,Conventional,0.696750448,261136,103984,11772,41,110515,34825
7537,New Orleans/Mobile,2020-12-06 ,Conventional,0.721176399,290933,113108,13979,7,121609,42232
7538,New Orleans/Mobile,2020-12-13 ,Conventional,0.633113637,336763,137923,25995,11,127536,45298
7539,New Orleans/Mobile,2020-12-20 ,Conventional,0.707450513,281568,111911,11406,14,116741,41495
7540,New Orleans/Mobile,2020-12-27 ,Conventional,0.685005916,246044,97292,13216,50,96143,39344
7541,New York,2020-01-06 ,Conventional,1.27118046,1971893,57548,1414811,19297,396769,83468
7542,New York,2020-01-12 ,Conventional,1.434519424,1586713,38430,875952,10196,605390,56745
7543,New York,2020-01-19 ,Conventional,1.425194596,1576567,42250,934967,17150,517849,64350
7544,New York,2020-01-26 ,Conventional,1.374818839,1647568,46591,812021,14230,686307,88420
7545,New York,2020-02-02 ,Conventional,1.331064272,2672685,75623,1926928,8842,580872,80420
7546,New York,2020-02-09 ,Conventional,1.385037068,1958559,57345,1165458,3604,661900,70253
7547,New York,2020-02-16 ,Conventional,1.476571297,1458422,49354,810623,3038,540038,55370
7548,New York,2020-02-23 ,Conventional,1.478762733,1516277,61422,781057,3900,619566,50332
7549,New York,2020-03-01 ,Conventional,1.591940773,1474428,76024,828734,3904,525195,40571
7550,New York,2020-03-08 ,Conventional,1.634439464,1613948,76391,918062,3644,564466,51385
7551,New York,2020-03-15 ,Conventional,1.623148049,1922646,92237,1086302,1810,619625,122672
7552,New York,2020-03-22 ,Conventional,1.675479991,1784998,80369,998340,886,622847,82557
7553,New York,2020-03-29 ,Conventional,1.673471223,1755594,73675,1074764,1021,524228,81906
7554,New York,2020-04-05 ,Conventional,1.669167957,1905322,84614,1057208,939,689934,72628
7555,New York,2020-04-12 ,Conventional,1.665571822,1777713,74960,988882,1612,646360,65898
7556,New York,2020-04-19 ,Conventional,1.66517659,1664796,77629,920437,991,603325,62414
7557,New York,2020-04-26 ,Conventional,1.332834047,2459597,83190,1635478,3019,633685,104225
7558,New York,2020-05-03 ,Conventional,1.624793779,2033469,81310,1181652,1556,678215,90737
7559,New York,2020-05-10 ,Conventional,1.622439961,2327053,84041,1447981,2089,685860,107082
7560,New York,2020-05-17 ,Conventional,1.626023581,2009674,73640,1165815,2800,660931,106488
7561,New York,2020-05-24 ,Conventional,1.620054926,2174768,76824,1236844,1261,749368,110471
7562,New York,2020-05-31 ,Conventional,1.330272928,2796116,86600,1904802,4527,671339,128849
7563,New York,2020-06-07 ,Conventional,1.585520933,2089051,70575,1182014,2989,737263,96210
7564,New York,2020-06-14 ,Conventional,1.29154242,2874346,96614,1927043,41846,718080,90763
7565,New York,2020-06-21 ,Conventional,1.561663314,2077102,79449,1196272,8026,716817,76539
7566,New York,2020-06-28 ,Conventional,1.532338594,1946124,72646,1087310,14038,703933,68197
7567,New York,2020-07-05 ,Conventional,1.263186699,2399864,86925,1489141,13455,730316,80026
7568,New York,2020-07-12 ,Conventional,1.258010984,2209063,78089,1347769,10910,699209,73085
7569,New York,2020-07-19 ,Conventional,1.191807587,2436210,81521,1544574,18121,722904,69091
7570,New York,2020-07-26 ,Conventional,1.200978559,2227341,81832,1425246,4664,646567,69031
7571,New York,2020-08-02 ,Conventional,1.254849691,2058901,71427,1282145,4206,634029,67095
7572,New York,2020-08-09 ,Conventional,1.192897295,2116609,69927,1301836,15721,653420,75705
7573,New York,2020-08-16 ,Conventional,1.187562711,2213484,67641,1298710,16589,755539,75005
7574,New York,2020-08-23 ,Conventional,1.168747684,2080480,65356,1243863,12180,644048,115033
7575,New York,2020-08-30 ,Conventional,1.181122763,2060113,63232,1242121,11920,671896,70944
7576,New York,2020-09-06 ,Conventional,1.1586564,2116367,65166,1362465,2357,615204,71174
7577,New York,2020-09-13 ,Conventional,1.171167201,2062186,64824,1217376,2237,672722,105027
7578,New York,2020-09-20 ,Conventional,1.195035445,1928773,61605,1184074,1787,620282,61024
7579,New York,2020-09-27 ,Conventional,1.131697191,2008870,58338,1265616,1590,619412,63915
7580,New York,2020-10-04 ,Conventional,1.154043428,1923312,56942,1156889,1566,638351,69564
7581,New York,2020-10-11 ,Conventional,1.122192869,1989671,61744,1202272,886,658237,66532
7582,New York,2020-10-18 ,Conventional,1.135847787,1869742,56864,1094825,3053,621757,93243
7583,New York,2020-10-25 ,Conventional,1.15968232,1831537,56369,1071374,1213,642252,60328
7584,New York,2020-11-01 ,Conventional,1.133681539,1816360,59574,1077136,980,575175,103496
7585,New York,2020-11-08 ,Conventional,1.11730045,1916857,56574,1160569,1506,637812,60397
7586,New York,2020-11-15 ,Conventional,1.108207243,1958517,58167,1085366,658,749202,65125
7587,New York,2020-11-22 ,Conventional,1.113482115,1856233,56070,1019122,927,721339,58775
7588,New York,2020-11-29 ,Conventional,1.147397064,1611116,45864,919561,1247,593607,50837
7589,New York,2020-12-06 ,Conventional,1.094565886,1841013,58169,1090129,1894,630180,60640
7590,New York,2020-12-13 ,Conventional,1.106036022,1851004,51887,1013350,4932,715922,64912
7591,New York,2020-12-20 ,Conventional,1.14708345,1789405,54280,1038164,2500,636059,58401
7592,New York,2020-12-27 ,Conventional,1.131853081,1634229,46166,941319,1600,590428,54715
7593,Orlando,2020-01-06 ,Conventional,0.890158841,596290,228950,14529,4988,109678,238145
7594,Orlando,2020-01-12 ,Conventional,0.903600921,590334,229071,13545,4226,119493,224000
7595,Orlando,2020-01-19 ,Conventional,0.889466712,611178,251502,14994,5638,117569,221475
7596,Orlando,2020-01-26 ,Conventional,0.899151288,623363,236763,14918,4345,126270,241067
7597,Orlando,2020-02-02 ,Conventional,0.889938319,700553,264678,18644,1249,128626,287357
7598,Orlando,2020-02-09 ,Conventional,0.970068215,555868,212224,13810,127,136146,193560
7599,Orlando,2020-02-16 ,Conventional,0.983356248,515210,204256,12896,57,126525,171477
7600,Orlando,2020-02-23 ,Conventional,0.999215158,508599,191431,11588,92,127515,177972
7601,Orlando,2020-03-01 ,Conventional,1.149869116,501111,195117,11889,80,128472,165553
7602,Orlando,2020-03-08 ,Conventional,1.038376865,496652,241279,11371,96,133382,110523
7603,Orlando,2020-03-15 ,Conventional,1.049275523,583142,248579,14576,133,151165,168689
7604,Orlando,2020-03-22 ,Conventional,1.067103055,638063,285980,15551,167,175094,161269
7605,Orlando,2020-03-29 ,Conventional,1.192395918,565376,275023,13072,118,150581,126582
7606,Orlando,2020-04-05 ,Conventional,1.190523332,573931,248010,13357,106,162657,149802
7607,Orlando,2020-04-12 ,Conventional,1.196079381,531254,220473,11128,107,150841,148704
7608,Orlando,2020-04-19 ,Conventional,1.175601799,592266,263584,14282,149,166248,148003
7609,Orlando,2020-04-26 ,Conventional,1.160382163,579461,244405,13655,120,174911,146371
7610,Orlando,2020-05-03 ,Conventional,1.074606368,757301,332594,18285,149,187495,218778
7611,Orlando,2020-05-10 ,Conventional,1.155244435,600876,245758,14142,120,192135,148720
7612,Orlando,2020-05-17 ,Conventional,1.169232336,593301,235056,13781,97,191851,152514
7613,Orlando,2020-05-24 ,Conventional,1.065142058,667037,303645,15401,125,202114,145751
7614,Orlando,2020-05-31 ,Conventional,1.154564651,582916,273332,14278,77,196672,98557
7615,Orlando,2020-06-07 ,Conventional,1.140547287,584460,268017,14137,72,196926,105308
7616,Orlando,2020-06-14 ,Conventional,1.143824179,583064,248469,14043,162,205613,114777
7617,Orlando,2020-06-21 ,Conventional,1.13110373,601379,252694,15810,125,214461,118290
7618,Orlando,2020-06-28 ,Conventional,1.027619534,661864,273098,15846,137,210650,162132
7619,Orlando,2020-07-05 ,Conventional,1.012964523,695557,293559,16297,185,217119,168396
7620,Orlando,2020-07-12 ,Conventional,1.065492062,592619,244326,14646,202,214698,118748
7621,Orlando,2020-07-19 ,Conventional,1.043712044,615971,240315,14332,154,232372,128797
7622,Orlando,2020-07-26 ,Conventional,0.913399985,606269,244007,13456,163,236424,112218
7623,Orlando,2020-08-02 ,Conventional,0.91436268,601351,243813,16183,95,235959,105301
7624,Orlando,2020-08-09 ,Conventional,0.945735231,575097,238985,14980,350,202791,117991
7625,Orlando,2020-08-16 ,Conventional,0.938978577,561791,223382,12246,495,203806,121863
7626,Orlando,2020-08-23 ,Conventional,0.921438513,574473,221936,12292,288,210943,129014
7627,Orlando,2020-08-30 ,Conventional,0.890046588,584754,224803,11742,171,232709,115329
7628,Orlando,2020-09-06 ,Conventional,0.884010068,644846,294044,14595,115,175738,160353
7629,Orlando,2020-09-13 ,Conventional,0.880035923,618828,288749,12667,74,180790,136549
7630,Orlando,2020-09-20 ,Conventional,0.88147986,570811,216634,11919,114,234602,107542
7631,Orlando,2020-09-27 ,Conventional,0.926030236,537010,201742,39141,99,191858,104170
7632,Orlando,2020-10-04 ,Conventional,0.935303535,553778,190107,46384,92,188861,128334
7633,Orlando,2020-10-11 ,Conventional,0.952486904,550767,200971,43213,32,186542,120008
7634,Orlando,2020-10-18 ,Conventional,0.943104148,545904,204624,27722,24,195733,117801
7635,Orlando,2020-10-25 ,Conventional,0.764458221,608216,257056,30099,41,184943,136077
7636,Orlando,2020-11-01 ,Conventional,0.827330011,543758,209464,19802,51,203105,111335
7637,Orlando,2020-11-08 ,Conventional,0.788391901,586236,215947,16764,40,233815,119670
7638,Orlando,2020-11-15 ,Conventional,0.810986578,537019,205433,14180,61,198616,118729
7639,Orlando,2020-11-22 ,Conventional,0.795956889,511633,197881,12780,58,197670,103244
7640,Orlando,2020-11-29 ,Conventional,0.683341696,519800,224991,12949,30,160578,121252
7641,Orlando,2020-12-06 ,Conventional,0.779142854,520492,206617,13079,31,185724,115042
7642,Orlando,2020-12-13 ,Conventional,0.761851727,521280,199496,12921,20,196989,111855
7643,Orlando,2020-12-20 ,Conventional,0.787204598,506127,199396,12024,47,189270,105390
7644,Orlando,2020-12-27 ,Conventional,0.696538899,523555,213680,13809,92,171248,124724
7645,Peoria/Springfield,2020-01-06 ,Conventional,0.930281874,119887,29761,29659,1621,21052,37794
7646,Peoria/Springfield,2020-01-12 ,Conventional,0.963452972,125445,32026,21617,1354,28360,42088
7647,Peoria/Springfield,2020-01-19 ,Conventional,0.943694103,132784,27179,45217,1425,21749,37214
7648,Peoria/Springfield,2020-01-26 ,Conventional,1.053839052,114667,24815,24376,1248,35473,28755
7649,Peoria/Springfield,2020-02-02 ,Conventional,0.783683395,173309,41161,41786,886,35147,54329
7650,Peoria/Springfield,2020-02-09 ,Conventional,0.874566028,122674,26392,30297,997,26557,38431
7651,Peoria/Springfield,2020-02-16 ,Conventional,1.10564263,102054,26564,21681,755,23437,29616
7652,Peoria/Springfield,2020-02-23 ,Conventional,1.053462302,121567,32654,24494,979,25024,38416
7653,Peoria/Springfield,2020-03-01 ,Conventional,1.083395731,119268,33355,19733,743,25048,40390
7654,Peoria/Springfield,2020-03-08 ,Conventional,1.167481242,116950,28351,21213,800,31872,34715
7655,Peoria/Springfield,2020-03-15 ,Conventional,1.256634498,132191,32896,25085,931,32527,40753
7656,Peoria/Springfield,2020-03-22 ,Conventional,1.177461051,136956,34742,26341,1029,29349,45494
7657,Peoria/Springfield,2020-03-29 ,Conventional,1.112188548,117788,33726,21635,668,26332,35427
7658,Peoria/Springfield,2020-04-05 ,Conventional,1.087896501,138841,40579,25074,743,28785,43660
7659,Peoria/Springfield,2020-04-12 ,Conventional,1.173657317,130209,38079,23057,976,27373,40724
7660,Peoria/Springfield,2020-04-19 ,Conventional,1.222222973,124048,36677,25118,934,26885,34434
7661,Peoria/Springfield,2020-04-26 ,Conventional,1.213453967,143489,43259,29821,982,30494,38932
7662,Peoria/Springfield,2020-05-03 ,Conventional,1.083928773,159363,49137,31896,1023,31272,46035
7663,Peoria/Springfield,2020-05-10 ,Conventional,1.060792536,166221,56546,33071,1433,32015,43157
7664,Peoria/Springfield,2020-05-17 ,Conventional,1.206328243,140376,40175,27224,1327,31313,40336
7665,Peoria/Springfield,2020-05-24 ,Conventional,1.143739339,154784,46977,32030,1313,32728,41736
7666,Peoria/Springfield,2020-05-31 ,Conventional,1.139157728,149694,44495,26216,1593,32779,44611
7667,Peoria/Springfield,2020-06-07 ,Conventional,1.076174919,156477,48834,31941,1518,32189,41995
7668,Peoria/Springfield,2020-06-14 ,Conventional,1.122272359,139519,38420,26948,1418,35221,37512
7669,Peoria/Springfield,2020-06-21 ,Conventional,1.119090725,136365,38179,25168,1362,34248,37408
7670,Peoria/Springfield,2020-06-28 ,Conventional,0.981206264,148524,45520,24576,1204,31980,45244
7671,Peoria/Springfield,2020-07-05 ,Conventional,1.012276881,151741,44849,23245,1602,38656,43389
7672,Peoria/Springfield,2020-07-12 ,Conventional,0.96186527,137373,35776,25170,1386,40823,34219
7673,Peoria/Springfield,2020-07-19 ,Conventional,0.894892715,154645,36776,32916,1177,49900,33876
7674,Peoria/Springfield,2020-07-26 ,Conventional,0.861202184,151755,41025,29494,1148,42046,38042
7675,Peoria/Springfield,2020-08-02 ,Conventional,0.884755432,142126,44338,18305,1238,39707,38538
7676,Peoria/Springfield,2020-08-09 ,Conventional,0.874114239,138257,34442,22129,1199,47006,33481
7677,Peoria/Springfield,2020-08-16 ,Conventional,0.817557147,151834,43018,22427,1320,40488,44581
7678,Peoria/Springfield,2020-08-23 ,Conventional,0.877780642,141491,39076,25148,1151,32430,43686
7679,Peoria/Springfield,2020-08-30 ,Conventional,0.846866287,147084,45552,24261,762,28428,48079
7680,Peoria/Springfield,2020-09-06 ,Conventional,0.87928669,136563,37372,21702,1007,34779,41703
7681,Peoria/Springfield,2020-09-13 ,Conventional,0.921099554,125099,33913,20777,854,31161,38394
7682,Peoria/Springfield,2020-09-20 ,Conventional,0.932505008,114498,31582,16055,950,31119,34791
7683,Peoria/Springfield,2020-09-27 ,Conventional,1.015189026,106555,31176,17426,911,27364,29677
7684,Peoria/Springfield,2020-10-04 ,Conventional,0.916103014,125624,39900,16796,838,31508,36581
7685,Peoria/Springfield,2020-10-11 ,Conventional,0.963776487,119524,34300,21896,782,30355,32192
7686,Peoria/Springfield,2020-10-18 ,Conventional,0.970880065,110319,31295,20280,840,34504,23399
7687,Peoria/Springfield,2020-10-25 ,Conventional,0.869903722,116174,34176,27531,900,28561,25006
7688,Peoria/Springfield,2020-11-01 ,Conventional,0.870772608,119693,35118,19883,737,29232,34723
7689,Peoria/Springfield,2020-11-08 ,Conventional,0.884960021,115359,35867,20811,1087,28623,28970
7690,Peoria/Springfield,2020-11-15 ,Conventional,0.907828259,119756,31693,20777,4716,31170,31400
7691,Peoria/Springfield,2020-11-22 ,Conventional,0.848873316,113371,30631,21518,5114,30057,26050
7692,Peoria/Springfield,2020-11-29 ,Conventional,0.822695385,92238,26257,16597,1700,24813,22872
7693,Peoria/Springfield,2020-12-06 ,Conventional,0.805084359,122640,36678,27179,1182,29745,27856
7694,Peoria/Springfield,2020-12-13 ,Conventional,0.828849748,118332,30682,22667,241,34294,30448
7695,Peoria/Springfield,2020-12-20 ,Conventional,0.812653905,107684,27722,19582,229,32430,27721
7696,Peoria/Springfield,2020-12-27 ,Conventional,0.841523416,101952,28527,17778,186,30367,25094
7697,Philadelphia,2020-01-06 ,Conventional,1.136013397,597517,48184,372217,1938,112450,62727
7698,Philadelphia,2020-01-12 ,Conventional,1.210478374,564637,33077,272117,1495,214531,43417
7699,Philadelphia,2020-01-19 ,Conventional,1.172955385,562828,34829,262548,2413,222450,40587
7700,Philadelphia,2020-01-26 ,Conventional,1.108739614,567586,38586,265478,2118,186947,74458
7701,Philadelphia,2020-02-02 ,Conventional,1.22262488,669305,42176,395808,1209,182566,47546
7702,Philadelphia,2020-02-09 ,Conventional,1.11145632,697280,36263,346069,525,268980,45443
7703,Philadelphia,2020-02-16 ,Conventional,1.305957782,482328,37673,245565,326,157810,40954
7704,Philadelphia,2020-02-23 ,Conventional,1.36118178,474664,46735,220331,400,177322,29876
7705,Philadelphia,2020-03-01 ,Conventional,1.472599453,452140,74820,203599,382,148561,24778
7706,Philadelphia,2020-03-08 ,Conventional,1.428213155,503969,92230,215626,260,166624,29228
7707,Philadelphia,2020-03-15 ,Conventional,1.32549802,668516,117764,249501,336,211687,89229
7708,Philadelphia,2020-03-22 ,Conventional,1.476105286,587241,93268,232161,448,197176,64188
7709,Philadelphia,2020-03-29 ,Conventional,1.45604212,559657,86803,223009,344,188944,60558
7710,Philadelphia,2020-04-05 ,Conventional,1.413350121,620552,103591,241620,408,224207,50727
7711,Philadelphia,2020-04-12 ,Conventional,1.41725362,597733,100982,224223,273,231430,40826
7712,Philadelphia,2020-04-19 ,Conventional,1.452555377,562138,98867,220434,256,203957,38624
7713,Philadelphia,2020-04-26 ,Conventional,1.259738804,732329,104505,335437,1422,226434,64530
7714,Philadelphia,2020-05-03 ,Conventional,1.389686817,677087,117489,252173,690,243527,63208
7715,Philadelphia,2020-05-10 ,Conventional,1.374342498,765325,134853,292459,480,264829,72703
7716,Philadelphia,2020-05-17 ,Conventional,1.388867893,667961,113211,239426,371,251646,63306
7717,Philadelphia,2020-05-24 ,Conventional,1.351211224,723368,130830,266251,346,260219,65722
7718,Philadelphia,2020-05-31 ,Conventional,1.191056687,839460,156383,370505,646,244714,67212
7719,Philadelphia,2020-06-07 ,Conventional,1.292317723,719260,138298,259721,441,266321,54478
7720,Philadelphia,2020-06-14 ,Conventional,1.166745385,847891,156714,372369,3207,264823,50779
7721,Philadelphia,2020-06-21 ,Conventional,1.302122219,686814,133868,239998,1922,258591,52434
7722,Philadelphia,2020-06-28 ,Conventional,1.279347847,659709,139621,221067,3860,246561,48600
7723,Philadelphia,2020-07-05 ,Conventional,1.112682296,749578,143581,289587,2326,258593,55491
7724,Philadelphia,2020-07-12 ,Conventional,1.110723445,681805,128097,252442,2094,246347,52824
7725,Philadelphia,2020-07-19 ,Conventional,1.074794327,715960,129277,277251,3252,260024,46156
7726,Philadelphia,2020-07-26 ,Conventional,1.079473869,682293,132342,267112,368,235471,47000
7727,Philadelphia,2020-08-02 ,Conventional,1.103587353,630234,120785,245535,493,218576,44845
7728,Philadelphia,2020-08-09 ,Conventional,1.071754162,651620,116756,253158,2015,233054,46637
7729,Philadelphia,2020-08-16 ,Conventional,1.053841724,677043,132652,247107,3957,246264,47063
7730,Philadelphia,2020-08-23 ,Conventional,1.024122215,690348,126872,261734,3210,206215,92317
7731,Philadelphia,2020-08-30 ,Conventional,1.082392847,637256,121089,248004,3055,214937,50172
7732,Philadelphia,2020-09-06 ,Conventional,1.068656891,640171,125188,252227,261,210256,52239
7733,Philadelphia,2020-09-13 ,Conventional,0.999169343,663744,121293,239721,238,212686,89807
7734,Philadelphia,2020-09-20 ,Conventional,1.061914577,600243,119334,223645,269,210753,46243
7735,Philadelphia,2020-09-27 ,Conventional,1.073419919,567496,96072,215586,317,206950,48571
7736,Philadelphia,2020-10-04 ,Conventional,1.055019234,598266,125989,219055,377,201299,51546
7737,Philadelphia,2020-10-11 ,Conventional,0.990694668,619063,105659,219540,240,243379,50246
7738,Philadelphia,2020-10-18 ,Conventional,0.994061531,591942,103602,207620,347,203650,76723
7739,Philadelphia,2020-10-25 ,Conventional,1.05960767,539038,94001,200524,211,196105,48197
7740,Philadelphia,2020-11-01 ,Conventional,0.994118396,606155,121113,207984,192,186559,90306
7741,Philadelphia,2020-11-08 ,Conventional,1.044967317,581670,114313,218274,436,201178,47469
7742,Philadelphia,2020-11-15 ,Conventional,1.078038639,595099,106985,209944,281,230753,47137
7743,Philadelphia,2020-11-22 ,Conventional,0.981760744,588792,96278,189653,186,261286,41389
7744,Philadelphia,2020-11-29 ,Conventional,1.050936542,471259,89524,162367,148,179368,39853
7745,Philadelphia,2020-12-06 ,Conventional,1.020575611,559797,100224,204466,135,212910,42061
7746,Philadelphia,2020-12-13 ,Conventional,0.997351015,586165,102981,197492,177,235232,50283
7747,Philadelphia,2020-12-20 ,Conventional,1.019207357,573061,106376,199306,142,220349,46887
7748,Philadelphia,2020-12-27 ,Conventional,0.997258989,526972,115190,178077,137,187049,46519
7749,Phoenix/Tucson,2020-01-06 ,Conventional,0.794015377,1223246,375410,220370,4518,90960,531989
7750,Phoenix/Tucson,2020-01-12 ,Conventional,0.713633994,1463678,520370,230487,4831,98558,609433
7751,Phoenix/Tucson,2020-01-19 ,Conventional,0.692525358,1555073,406419,358589,3506,96391,690168
7752,Phoenix/Tucson,2020-01-26 ,Conventional,0.988422637,1026768,269158,238445,4153,106255,408757
7753,Phoenix/Tucson,2020-02-02 ,Conventional,0.786815792,1548964,471713,276811,5019,107512,687908
7754,Phoenix/Tucson,2020-02-09 ,Conventional,0.800326102,1309515,385415,223172,3262,108558,589110
7755,Phoenix/Tucson,2020-02-16 ,Conventional,0.741270443,1464850,554331,230532,3127,98155,578705
7756,Phoenix/Tucson,2020-02-23 ,Conventional,0.714565753,1394407,439368,202748,3760,92673,655859
7757,Phoenix/Tucson,2020-03-01 ,Conventional,0.914246338,1146960,306112,177775,3473,89745,569855
